"title","url","summary","source","publication_date","date_found","vulnerable_populations","needs_review","severity","status","reviewer_notes","relevance_score"
"BASIL: Bayesian Assessment of Sycophancy in LLMs","http://arxiv.org/abs/2508.16846v2","Sycophancy (overly agreeable or flattering behavior) is critical to understand in the context of human-AI collaboration, especially in decision-making settings like health, law, and education. Using this interdisciplinary framework, we study sycophantic behavior in multiple LLM baselines across three different tasks, experimenting with various methods for eliciting sycophancy and obtaining probability judgments from LLMs. We find significant evidence of sycophancy in our experiments (7 of 8 b...","arXiv","2025-08-23","2025-11-12 14:12:04","","True","","discovered","Research paper","30.0"
"Extended AI Interactions Shape Sycophancy and Perspective Mimesis","http://arxiv.org/abs/2509.12517v1","We investigate whether long-context interactions between users and LLMs lead to AI mirroring behaviors. Using two weeks of interaction context collected from 38 users, we compare model responses with and without long-context for two tasks: political explanations and personal advice. Our results demonstrate how and when real-world interaction contexts can amplify AI mirroring behaviors.","arXiv","2025-09-15","2025-11-12 14:12:10","","True","","discovered","Research paper","30.0"
"EchoBench: Benchmarking Sycophancy in Medical Large Vision-Language Models","http://arxiv.org/abs/2509.20146v1","Recent benchmarks for medical Large Vision-Language Models (LVLMs) emphasize leaderboard accuracy, overlooking reliability and safety. EchoBench also serves as a testbed for mitigation: simple prompt-level interventions (negative prompting, one-shot, few-shot) produce consistent reductions and motivate training- and decoding-time strategies. Our findings highlight the need for robust evaluation beyond accuracy and provide actionable guidance toward safer, more trustworthy medical LVLMs.","arXiv","2025-09-24","2025-11-12 14:12:03","medical, minors","True","","discovered","Research paper","30.0"
"Sycophancy Is Not One Thing: Causal Separation of Sycophantic Behaviors in LLMs","http://arxiv.org/abs/2509.21305v2","Large language models (LLMs) often exhibit sycophantic behaviors -- such as excessive agreement with or flattery of the user -- but it is unclear whether these behaviors arise from a single mechanism or multiple distinct processes. Using difference-in-means directions, activation additions, and subspace geometry across multiple models and datasets, we show that: (1) the three behaviors are encoded along distinct linear directions in latent space; (2) each behavior can be independently amplifi...","arXiv","2025-09-25","2025-11-12 14:12:20","","True","","discovered","Research paper","30.0"
"Benchmarking and Mitigate Sycophancy in Medical Vision-Language Models","http://arxiv.org/abs/2509.21979v2","Vision language models(VLMs) are increasingly integrated into clinical workflows, but they often exhibit sycophantic behavior prioritizing alignment with user phrasing social cues or perceived authority over evidence based reasoning. Imitation and expert provided corrections were found to be the most effective triggers, suggesting that the models possess a bias mechanism independent of visual evidence. Our benchmark analysis and mitigation framework lay the groundwork for robust deployment of...","arXiv","2025-09-26","2025-11-12 14:12:03","medical","True","","discovered","Research paper","30.0"
"BrokenMath: A Benchmark for Sycophancy in Theorem Proving with LLMs","http://arxiv.org/abs/2510.04721v1","To address these issues, we introduce BrokenMath, the first benchmark for evaluating sycophantic behavior in LLMs within the context of natural language theorem proving. BrokenMath is built from advanced 2025 competition problems, which are perturbed with an LLM to produce false statements and subsequently refined through expert review. Using an LLM-as-a-judge framework, we evaluate state-of-the-art LLMs and agentic systems and find that sycophancy is widespread, with the best model, GPT-5, p...","arXiv","2025-10-06","2025-11-12 14:12:04","","True","","discovered","Research paper","30.0"
"Beacon: Single-Turn Diagnosis and Mitigation of Latent Sycophancy in Large Language Models","http://arxiv.org/abs/2510.16727v1","Large language models internalize a structural trade-off between truthfulness and obsequious flattery, emerging from reward optimization that conflates helpfulness with polite submission. We further propose prompt-level and activation-level interventions that modulate these biases in opposing directions, exposing the internal geometry of alignment as a dynamic manifold between truthfulness and socially compliant judgment. Beacon reframes sycophancy as a measurable form of normative misgeneral...","arXiv","2025-10-19","2025-11-12 14:12:03","medical","True","","discovered","Research paper","30.0"
"‘Sycophantic’ AI chatbots tell users what they want to hear, study shows - The Guardian","https://news.google.com/rss/articles/CBMivAFBVV95cUxPM1NQY0hlRDhacTVJZFR1SzV0QW91ZWJOWTQ2QVJOMUxfV3J0Y0lZVFRLRW1EOVN3QTZmdWpzRVdLOElwU2x4VzM3bkNCVXBScjc3YkNWSzNQUkI4b1dsb0xIekZtTkZTOUY1dVlXT2Y0VXhIdFlhdHNjRHA1WDh2WFpsQXl2clhKNzQxaDh3Z3JTMDlpajg3V3RjNkpnV3o3Y2NuZXlXOHFIbXYtZjdOV01XV0YxRFVVMnpXSQ?oc=5","‘Sycophantic’ AI chatbots tell users what they want to hear, study shows The Guardian","Google News: AI sycophancy 2023","2025-10-24","2025-11-12 14:06:10","","True","","discovered","","30.0"
"Are you the asshole? Of course not –quantifying LLMs' sycophancy problem","https://news.ycombinator.com/item?id=45705974","Two recent research papers have come at this problem a bit more rigorously, though, taking different tacks in attempting to quantify exactly how likely an LLM is to listen when a user provides factually incorrect or socially inappropriate information in a prompt. In one pre-print study published this month, researchers from Sofia University and ETH Zurich looked at how LLMs respond when false statements are presented as the basis for difficult mathematical proofs and problems. The BrokenMath ...","Hacker News","2025-10-25","2025-11-12 14:13:35","","True","","discovered","HN Score: 4, Comments: 1","30.0"
"Are ChatGPT, Gemini And Other AI Chatbots Too Eager To Please You? New Study Flags ‘Sycophancy’ In Leading US, Chinese Models - Stocktwits","https://news.google.com/rss/articles/CBMigwJBVV95cUxQYUxFcVZPcXg5RFBrOFJsV2JnN1VpQ1hyZFBtQllkTVpvTDJsUUw1M1lUWG9ndEZVYlpiWnFVSVdNTzhEYTltRlZiZld6dWo5OGdnX0l1MVMxTzJ1RzFuVnVRTTNUaGtfSFVoR3hjQzV5VzFxLWRxZUFPWFhvaVBBcGx6OGVMT1F2Y2dxeXA2SlZNdElYemhuZUV4T0ZkLXI3VmF3ZzFyb3FFZFo2S0d1T05oVTlqS1M3dmVvNy1zcGFxbEV2eURxbkxVQXltcVFQelRYOWZTc3NGMFh2QmJRVVBldnRFR0NiTG1UeElpYTRpdmk5MGxVR3h4UWNkRVg5ck5z?oc=5","Are ChatGPT, Gemini And Other AI Chatbots Too Eager To Please You? New Study Flags ‘Sycophancy’ In Leading US, Chinese Models Stocktwits","Google News: AI sycophancy 2024","2025-10-31","2025-11-12 14:08:22","","True","","discovered","","30.0"
"When chatbot sycophancy meets mental illness, the results can be deadly. - Psychology Today","https://news.google.com/rss/articles/CBMimwFBVV95cUxNc09LVmVYbUdvVW4yVW9GcGVxYkN4UUZvaG1HWFdxTlNlVlhTalBpVU9jbkt6UE1rOGpwUGh6ei1ZMkJYWDVmd0dkSDdnaDEzX0gtSXJMaVRWLVRtZ1M0bGVNbGhrek1QWlczVllXS1lhTnJqYVh1Y24xOHdYV012TkVkaDNMZ3QtcGpTQUZRTlVVZ3dQM3ZLS3B6a9IBoAFBVV95cUxNVXZ2d0x1UkdTQU9qUlpMMU52b0FsMWFvZnBBazVJT0F5QmRDdTlTMVBxMFBRYWVTbFl1ckt4UWE4MEluckIyZllJS0hRVG9MRDBvWEJwVE8xWXBlVWNrR1l0ZDZxZkNHQm5fdUhuaGRFX3ZDS2YyX2gxNkYzUFVaa2NVZkpaaU05bWhiSnFHR1dKRGt5cFo3OFdYeDQxZkVE?oc=5","When chatbot sycophancy meets mental illness, the results can be deadly. Psychology Today","Google News: AI sycophancy 2023","2025-11-06","2025-11-12 14:06:45","","True","","discovered","","30.0"
"AI Sycophancy And Therapeutic Weaknesses Persist In ChatGPT Despite OpenAI’s Latest Attempts - Forbes","https://news.google.com/rss/articles/CBMi2wFBVV95cUxOQUwzaU1Jbnl1SlUyVmhjVjQxOEpRVlp6SFBBcVFDLVhUNGg3VlZzT2k3QUFRQXo5TWZRdlBrQlppWnBiRTFNZDA2ZjlmUlQ4dTZqVlhFVGJnRmRLVW9iNDFZRDY2U1EyMnpiU0hmR05VUzV6Mk1ZbVVnNW5YZVVWWGl0Tk9KaXpmaVNFYnVDTGI3R3dGems3dlBtbE9XRzVwN3hrVFZkSjMxTmtPV2F3aG1oS0RDMmZSZUU5WldULUgxSzlQbWpVWF8yZmYzeE1tSHlmZV9lQndQZFk?oc=5","AI Sycophancy And Therapeutic Weaknesses Persist In ChatGPT Despite OpenAI’s Latest Attempts Forbes","Google News: AI sycophancy","","2025-11-12 14:14:24","","True","","discovered","","30.0"
"Are you the asshole? Of course not!—quantifying LLMs’ sycophancy problem - Ars Technica","https://news.google.com/rss/articles/CBMiqAFBVV95cUxOdjAtQnpYQ2VrY2FTSndkTW5MTUw1b0J4cTVURDRjRjZRWl9zSVdYYlV2YXdicGFCeUNWQTRfVHR6ZGtvRFA0UXFmZ1pyOS1oNFNhdm5TamUxTFdiN2lQWjA4cUJJMTV1NTloT1R2aldNQVhyRF9YX1VFVnJJcVpZR0xXb3YwbVkzRWIwVXFfNTdYX2ZTMFVrRkl6N2ZGRFFhaVNTWVdYNDg?oc=5","Are you the asshole? Of course not!—quantifying LLMs’ sycophancy problem Ars Technica","Google News: AI sycophancy","","2025-11-12 14:14:50","","True","","discovered","","30.0"
"Chatbot Dystopia: The Quick March of AI Sycophancy - International Policy Digest","https://news.google.com/rss/articles/CBMihAFBVV95cUxNMjYySFRSZHo0ZmdyZzUzSzV5OWpUQ3VsQW1RN0N3eWdjVU5kUUFfeDNlZ0tVRjNUWGxBd3hMaG1XOTljRFM3Sl9seEJpVkZLWGlRX1NsOXRjVmN3UFFZQi14MWZaNDVnV280eVpYYkZFZm8tS0RMcUt6dDQ3Y1hWWDRZQWc?oc=5","Chatbot Dystopia: The Quick March of AI Sycophancy International Policy Digest","Google News: AI sycophancy","","2025-11-12 14:14:58","","True","","discovered","","30.0"
"Google AI Introduces Consistency Training for Safer Language Models Under Sycophantic and Jailbreak Style Prompts - MarkTechPost","https://news.google.com/rss/articles/CBMi6gFBVV95cUxPMWNpalotcE56OVh1S1A1RmFiZ2lSNXo4aWQtREZYWVV5cFphSzVnaUdhUWU5ckptaUsxZW5BVkZsVmFWOUt2LUtpaW9TUnY1eFAwcE5Jd0dQQV9nTHhDbm5wMmhpMERrNkJmQm5oMXlWV05NN09hY3daR21CX2pZTWVZM3ZSR3NLd3dNaWotRW5DU3pZanktUml0T0RKMDNhMUJJR25ucDZmaFJrYWlJWTBPNzlqYzkxWU1aRWMtcHJxeEZyUDFXVUZCa0d6TWpwX2cxUVRKWW02SkpqMFRGYy1pNnEzc2xHTlE?oc=5","Google AI Introduces Consistency Training for Safer Language Models Under Sycophantic and Jailbreak Style Prompts MarkTechPost","Google News: AI sycophancy","","2025-11-12 14:15:02","","True","","discovered","","30.0"
"Surprising no one, researchers confirm that AI chatbots are incredibly sycophantic - Yahoo","https://news.google.com/rss/articles/CBMikAFBVV95cUxNcUF1RGtteWp6VTdnMlA0TERyNEFvT2VIbTFGcjB6SEpvRXF2eVAwV2FNYTJiYjFMRFpUNlU3ZFMwd3otbDl1Wmt2N3lyODdPSUZpVU1jZlRXR3RGOFN6VlpxTmE2MFYzYTlKeTRVNXdWS25KTnlSZ1NjWTJKQWZDbktZSk5HajNib1JJa3VYTWw?oc=5","Surprising no one, researchers confirm that AI chatbots are incredibly sycophantic Yahoo","Google News: AI sycophancy","","2025-11-12 14:15:17","","True","","discovered","","30.0"
"The sycophancy machine: When chatbots flatter our worst instincts - The Times of India","https://news.google.com/rss/articles/CBMiuwFBVV95cUxPWnZPMnRuQlJaZGgzQzhJQUlxM3pmekVreEh3WVdUUzd2Nmw4X2tJLTJQUC11Tjg0dzlhSThJZXpOQjJuQXN2aUtpaUpBVG5XX0RiemUtUGxhLTdESldTTXRVYldUZmpJYTFSZm9jYWtTWF9aNkZ1Zmkzb3dCX1psclJrSzBCVVhucnF1NWFJblBkTlR0Ym90akh1MEU3Nm5rWWR0bjd5MXhueDcwWUxIRmkzTGhNSUtzMnpz0gG7AUFVX3lxTE9adk8ydG5CUlpkaDNDOElBSXEzemZ6RWt4SHdZV1RTN3Y2bDhfa0ktMlBQLXVOODR3OWFJOEllek5CMm5Bc3ZpS2lpSkFUbldfRGJ6ZS1QbGEtN0RKV1NNdFViV1RmaklhMVJmb2Nha1NYX1o2RnVmaTNvd0JfWmxyUmtLMEJVWG5ycXU1YUluUGROVHRib3RqSHUwRTc2bmtZZHRuN3kxeG54NzBZTEhGaTNMaE1JS3MyenM?oc=5","The sycophancy machine: When chatbots flatter our worst instincts The Times of India","Google News: AI sycophancy","","2025-11-12 14:15:21","","True","","discovered","","30.0"
"Opinion | Mike Huckabee or sycophantic chatbot? Hard to tell. - The Washington Post","https://news.google.com/rss/articles/CBMilAFBVV95cUxPOVN2dkxnNVN2LTlBU1Z2YmhmTkI2UzFnd3pvSnI1Y29CQlhtYmZfWlZHTkdvajJtQTN5OXJySHYxbXZyZzRSN0MyZkhtN3AyNzM5Rl9QYi1DRC1NOU04aG5xS1BqQVFkVTBDRU4xSGxtX1JNaEFYdk1TMHF5RFNVUmN2emVsZTBjUko0MmxFbUNiNzE2?oc=5","Opinion | Mike Huckabee or sycophantic chatbot? Hard to tell. The Washington Post","Google News: AI sycophancy","","2025-11-12 14:15:43","","True","","discovered","","30.0"
"AI firms race to fix sycophantic chatbots - Fudzilla.com","https://news.google.com/rss/articles/CBMihwFBVV95cUxNRWVKTm1hZnZLSkN1UWRNNHFLbXRWT1Mza3NnVG5xd3lVeVJoNkdDRXNVOXBNaVdGRFNJZTRlSHE1ZTdvcDU1VExEMnJKM3JCRUFMYzhVX0d1RUN4QUtVbVpVbE04b2twTlNra0tRTl93Q2NXaHExcHphNzFRckctNWlmZXg4R28?oc=5","AI firms race to fix sycophantic chatbots Fudzilla.com","Google News: AI sycophancy","","2025-11-12 14:15:57","","True","","discovered","","30.0"
"OpenAI is bringing 4 new 'personalities' to ChatGPT to reduce sycophancy - Mashable India","https://news.google.com/rss/articles/CBMiqAFBVV95cUxOd2M5bmw5T3VQWEVveWRIMUIwTGc5MGl0YkZzWS1tSFN2TGlJTGFRSEhSbE1CSEhVYmhPVnUwQ0lDcmZNLTZKZnp4X3A0WVIyTV83VWhWWC1ubjU1Vk9yYmRYeVRyVndtcmlUdENiMU83ZTgxVnZZaVJnemVrMkZ1QWFza3Q3Z0daMXdlVUpkNE9haUFQT3NBbTRPMlBycTZBUmlBdmZnbEQ?oc=5","OpenAI is bringing 4 new 'personalities' to ChatGPT to reduce sycophancy Mashable India","Google News: AI sycophancy","","2025-11-12 14:16:01","","True","","discovered","","30.0"
"GPT-5 Debuts With New ChatGPT Personalities To Curb Sycophancy - Dataconomy","https://news.google.com/rss/articles/CBMingFBVV95cUxQalI4alpZZ1MtemV6Z3Fsd3hieFhSQmZYZHF0cl9XTTlwQjJCNHJoOXpnYlFDczhEUE41T1QtaTRnSjQ3LWJOUjlkN0dReFF5UXZoNkhCWXFJNHdQWkFheEJWN1gwZzZnWURXUVR3TkFGMVBmT2g5M3B0OWdQYll1a1llYWg3bmhVWGNSd05GVHU0S1REam95U0VYaFowdw?oc=5","GPT-5 Debuts With New ChatGPT Personalities To Curb Sycophancy Dataconomy","Google News: AI sycophancy","","2025-11-12 14:16:08","","True","","discovered","","30.0"
"OpenAI, Anthropic Reveal Findings from AI Models Safety Tests for Misuse, Sycophancy - MediaNama","https://news.google.com/rss/articles/CBMilAFBVV95cUxPMmhsWmozOFFJY1pBNWRpWTY3YVAxcjl1UnRjVVJRbDNJRUpkbVM3UkpyMVphOFd6WjJxVVd0YnNjZEZLaWo2ZTE3RXE0M3V2Qll3S2t4S1BVOVp1bVpENDRHblFCSU5LNFdRNzhVdkRPMFBIMTRqbUp1ZDJBRVhfYkVsd3lPLTJGTHB0ZUFobFE5QW40?oc=5","OpenAI, Anthropic Reveal Findings from AI Models Safety Tests for Misuse, Sycophancy MediaNama","Google News: AI sycophancy","","2025-11-12 14:16:12","","True","","discovered","","30.0"
"ChatGPT and Claude AI bots test each other: Hallucination and sycophancy findings revealed - digit.in","https://news.google.com/rss/articles/CBMizAFBVV95cUxNY0JJdlduS2dTUmFNRGlORDEzby1oUlYxOUFpb0xIcGc5bzJJd1M1UU4wZ1JVcG94WXk5NFFiMmNMcnh6Z1diOUY4NjEySGo4RlA1SDh2Y2pLdW82NktPOXp1YW9Mem1VU2tPa2pTNXFrRmtwWnBIeUVmWXlNcVVtVVpYNGpkcVZCMGotWUhxTm9ZM0FhNTNvamRBZEFoOFdqRHpreXluaFhhaC05OEhURDlvb1FaUlFhZzFwdU9fLWU5dm13NHdEeDBqN2zSAdMBQVVfeXFMT09oRWY5QkFUOGV5bjVRLXVtVkZDSVVmd1pOdElDMHMwbmxxTjVobHBibGk4dHhPdnZwVFMtcXltT0ppUGppRDdlOXhyMHJsbEx5RkY5ajFabkMyVllSa2lfQVdwdk41X2ZVRzFSOFlGa3hRNmtLZkRPdWxoUC1TTWFNX0hfTVV6clh2MHdibGlfV2JOWmNPdVJoRzFxdHVZVFd1bnBjOURUMG5kLTIzNTV0VHRIUVZfSWR2ZTJOTy1MZUItLVNubll6WE5ncU1zbDhiRQ?oc=5","ChatGPT and Claude AI bots test each other: Hallucination and sycophancy findings revealed digit.in","Google News: AI sycophancy","","2025-11-12 14:16:20","","True","","discovered","","30.0"
"Anthropic Says It's Able To Isolate ""Personality Vectors"" In AI Models That Determine Behaviours Like Sycophancy - OfficeChai","https://news.google.com/rss/articles/CBMi0gFBVV95cUxPSDJwbGJBdVNVd1p1Q0hodHp2ajBFTmlxM3FWU3YtamVERE4yNjlWcWxJVThKR2RvRnZRUG5halNUUTJpcEY3cTJHc1ZraGZkdUNRaEFzQjgtYnhQY3RzeWNfZmo5RF9TSzQwRElRZWNXYUhPTXR3VUF0QVFpTy1ybTVrS2dMcTh4ak9rc21fRGhJTkNZNUVNeTB5Y3VCS2dzcE5ma2tjamozd0xFNGNRSXhYQ3pwUEdZdjJiLTQ4Wk5ISjZUc0pNelRRb0g4bGJ5dVE?oc=5","Anthropic Says It's Able To Isolate ""Personality Vectors"" In AI Models That Determine Behaviours Like Sycophancy OfficeChai","Google News: AI sycophancy","","2025-11-12 14:16:32","","True","","discovered","","30.0"
"Surprising no one, researchers confirm that AI chatbots are incredibly sycophantic - Engadget","https://news.google.com/rss/articles/CBMiwgFBVV95cUxNVHVwRlpGWmxadjNVWTJ1MzFUX19XWS0wV1RKR25xb1hXeFd6Q3RVNWEzekdDWW9tUVZBUmVTYndjWEpGaUYzcnNPMmpXdEQ3TDlQLVNRbjNuX21kRzlsdXFjVk1ueDcyRjU3Q2EwZ2NTRFpLdF9JU09tY1E1QVUwYlo2SUNCNkdYQmZPOU5aNUU5OHJ6ZG4xQ3Fmcnc4LUF5aE5XNjFGZWRWb2Nhc2xQXzFKZEh3S1cwNHV1TzhFTEpPUQ?oc=5","Surprising no one, researchers confirm that AI chatbots are incredibly sycophantic Engadget","Google News: sycophantic AI","","2025-11-12 14:19:02","","True","","discovered","","30.0"
"Chatbot Dystopia: The Quick March of AI Sycophancy - Modern Ghana","https://news.google.com/rss/articles/CBMimwFBVV95cUxQTTgzNWJqVFdpZHVEcW1OMGVWLTJZMTV3aGZtQ01UVGlhTjdsS0hCM0w4Znkwd21PYWJiNXVrNURqakhDenJRejZQOWVrSS1KZlJva3pndkRsWHVTcjduRmR4NWw5LVZYM3hnQTBrM2ZGVnFaODJxcUtvRkRBRzVSaFFucXg3dUZyLW8zNG13c01vWGhPV2lMbkhSNNIBmgFBVV95cUxOQ1JIMnNJZmxHMHFvRGRoeWxqSHgxU01jbGFkUEhEbEFPYkhfbWtCN2tLb1FTdGVLNjRTNzBmd2dkenloRkJ4ZXhEVllILXppU1g5WUYwa2FWd1h2OWd4TGw1WERRWG9laE92Q0xKUHY2dUNkemhBbFl3VmVVcHZjcXY2UGtMLUo3dUV5SnlBc3psSk81bFB0bTZ3?oc=5","Chatbot Dystopia: The Quick March of AI Sycophancy Modern Ghana","Google News: AI sycophancy 2025","","2025-11-12 14:23:51","","True","","discovered","","30.0"
"Eraser: Jailbreaking Defense in Large Language Models via Unlearning Harmful Knowledge","http://arxiv.org/abs/2404.05880v2","Jailbreaking attacks can enable Large Language Models (LLMs) to bypass the safeguard and generate harmful content. Existing jailbreaking defense methods have failed to address the fundamental issue that harmful knowledge resides within the model, leading to potential jailbreak risks for LLMs. The experimental results show that Eraser can significantly reduce the jailbreaking success rate for various attacks without compromising the general capabilities of the model.","arXiv","2024-04-08","2025-11-12 14:13:00","","True","","discovered","Research paper","29.0"
"AgentHarm: A Benchmark for Measuring Harmfulness of LLM Agents","http://arxiv.org/abs/2410.09024v3","Meanwhile, LLM agents -- which use external tools and can execute multi-stage tasks -- may pose a greater risk if misused, but their robustness remains underexplored. To facilitate research on LLM agent misuse, we propose a new benchmark called AgentHarm. To enable simple and reliable evaluation of attacks and defenses for LLM-based agents, we publicly release AgentHarm at https://huggingface.co/datasets/ai-safety-institute/AgentHarm.","arXiv","2024-10-11","2025-11-12 14:12:58","","True","","discovered","Research paper","29.0"
"Can LLMs Rank the Harmfulness of Smaller LLMs? We are Not There Yet","http://arxiv.org/abs/2502.05291v2","Large language models (LLMs) have become ubiquitous, thus it is important to understand their risks and limitations. Smaller LLMs can be deployed where compute resources are constrained, such as edge devices, but with different propensity to generate harmful output. This work studies two questions: How do smaller LLMs rank regarding generation of harmful content?","arXiv","2025-02-07","2025-11-12 14:12:21","","True","","discovered","Research paper","29.0"
"Nuclear Deployed: Analyzing Catastrophic Risks in Decision-making of Autonomous LLM Agents","http://arxiv.org/abs/2502.11355v3","Large language models (LLMs) are evolving into autonomous decision-makers, raising concerns about catastrophic risks in high-stakes scenarios, particularly in Chemical, Biological, Radiological and Nuclear (CBRN) domains. Based on the insight that such risks can originate from trade-offs between the agent's Helpful, Harmlessness and Honest (HHH) goals, we build a novel three-stage evaluation framework, which is carefully constructed to effectively and naturally expose such risks. Results reve...","arXiv","2025-02-17","2025-11-12 14:12:18","","True","","discovered","Research paper","29.0"
"Towards Safer Pretraining: Analyzing and Filtering Harmful Content in Webscale datasets for Responsible LLMs","http://arxiv.org/abs/2505.02009v3","While these datasets provide linguistic data essential for high-quality natural language generation, they often contain harmful content, such as hate speech, misinformation, and biased narratives. Training LLMs on such unfiltered data risks perpetuating toxic behaviors, spreading misinformation, and amplifying societal biases which can undermine trust in LLM-driven applications and raise ethical concerns about their use. This paper presents a large-scale analysis of inappropriate content acro...","arXiv","2025-05-04","2025-11-12 14:12:58","elderly","True","","discovered","Research paper","29.0"
"It's the Thought that Counts: Evaluating the Attempts of Frontier LLMs to Persuade on Harmful Topics","http://arxiv.org/abs/2506.02873v3","Persuasion is a powerful capability of large language models (LLMs) that both enables beneficial applications (e.g. helping people quit smoking) and raises significant risks (e.g. large-scale, targeted political manipulation). Prior work has found models possess a significant and growing persuasive capability, measured by belief changes in simulated or real users. Our results highlight gaps in current safety guardrails and underscore the importance of evaluating willingness to persuade as a k...","arXiv","2025-06-03","2025-11-12 14:12:58","","True","","discovered","Research paper","29.0"
"Unintended Harms of Value-Aligned LLMs: Psychological and Empirical Insights","http://arxiv.org/abs/2506.06404v1","In this paper, we identify specific safety risks associated with value-aligned LLMs and investigate the psychological principles behind these challenges. (1) Value-aligned LLMs are more prone to harmful behavior compared to non-fine-tuned models and exhibit slightly higher risks in traditional safety evaluations than other fine-tuned models. (2) These safety issues arise because value-aligned LLMs genuinely generate text according to the aligned values, which can amplify harmful outcomes.","arXiv","2025-06-06","2025-11-12 14:12:58","","True","","discovered","Research paper","29.0"
"HRIPBench: Benchmarking LLMs in Harm Reduction Information Provision to Support People Who Use Drugs","http://arxiv.org/abs/2507.21815v1","Some large language models (LLMs) have demonstrated a decent level of medical knowledge, promising to address the information needs of people who use drugs (PWUD). We introduce HRIPBench, a benchmark designed to evaluate LLM's accuracy and safety risks in harm reduction information provision. Our results indicate that state-of-the-art LLMs still struggle to provide accurate harm reduction information, and sometimes, carry out severe safety risks to PWUD.","arXiv","2025-07-29","2025-11-12 14:13:00","","True","","discovered","Research paper","29.0"
"Bias in the Picture: Benchmarking VLMs with Social-Cue News Images and LLM-as-Judge Assessment","http://arxiv.org/abs/2509.19659v1","Large vision-language models (VLMs) can jointly interpret images and text, but they are also prone to absorbing and reproducing harmful social stereotypes when visual cues such as age, gender, race, clothing, or occupation are present. To investigate these risks, we introduce a news-image benchmark consisting of 1,343 image-question pairs drawn from diverse outlets, which we annotated with ground-truth answers and demographic attributes (age, gender, race, occupation, and sports). We evaluate...","arXiv","2025-09-24","2025-11-12 14:12:19","","True","","discovered","Research paper","29.0"
"Implicit Behavioral Alignment of Language Agents in High-Stakes Crowd Simulations","http://arxiv.org/abs/2509.16457v1","However, recent studies indicate that generative agent behaviors often deviate from expert expectations and real-world data--a phenomenon we term the Behavior-Realism Gap. Leveraging PEBA, we propose PersonaEvolve (PEvo), an LLM-based optimization algorithm that iteratively refines agent personas, implicitly aligning their collective behaviors with realistic expert benchmarks within a specified environmental context. We validate PEvo in an active shooter incident simulation we developed, achi...","arXiv","2025-09-19","2025-11-12 14:12:35","elderly","True","","discovered","Research paper","28.0"
"Stabilizing RLHF through Advantage Model and Selective Rehearsal","http://arxiv.org/abs/2309.10202v1","Large Language Models (LLMs) have revolutionized natural language processing, yet aligning these models with human values and preferences using RLHF remains a significant challenge. This challenge is characterized by various instabilities, such as reward hacking and catastrophic forgetting. Our experimental analysis on public and proprietary datasets reveals that the proposed methods not only increase stability in RLHF training but also achieve higher reward scores and win rates.","arXiv","2023-09-18","2025-11-12 14:12:42","","True","","discovered","Research paper","27.0"
"Feedback Loops With Language Models Drive In-Context Reward Hacking","http://arxiv.org/abs/2402.06627v3","Language models influence the external world: they query APIs that read and write to web pages, generate content that shapes human behavior, and run system commands as autonomous agents. In this work, we show that feedback loops can cause in-context reward hacking (ICRH), where the LLM at test-time optimizes a (potentially implicit) objective but creates negative side effects in the process. As AI development accelerates, the effects of feedback loops will proliferate, increasing the need to ...","arXiv","2024-02-09","2025-11-12 14:12:43","","True","","discovered","Research paper","27.0"
"ODIN: Disentangled Reward Mitigates Hacking in RLHF","http://arxiv.org/abs/2402.07319v1","In this work, we study the issue of reward hacking on the response length, a challenge emerging in Reinforcement Learning from Human Feedback (RLHF) on LLMs. Based on this evaluation, we conduct large-scale studies, where the results shed insights into the efficacy of hyperparameters and tricks used in RL on mitigating length bias. Experiments demonstrate that our approach almost eliminates the reward correlation with length, and improves the obtained policy by a significant margin.","arXiv","2024-02-11","2025-11-12 14:12:41","","True","","discovered","Research paper","27.0"
"Beyond Reward Hacking: Causal Rewards for Large Language Model Alignment","http://arxiv.org/abs/2501.09620v2","Recent advances in large language models (LLMs) have demonstrated significant progress in performing complex tasks. Through experiments on both synthetic and real-world datasets, we show that our approach mitigates various types of spurious correlations effectively, resulting in more reliable and fair alignment of LLMs with human preferences. As a drop-in enhancement to the existing RLHF workflow, our causal reward modeling provides a practical way to improve the trustworthiness and fairness ...","arXiv","2025-01-16","2025-11-12 14:12:44","","True","","discovered","Research paper","27.0"
"The Energy Loss Phenomenon in RLHF: A New Perspective on Mitigating Reward Hacking","http://arxiv.org/abs/2501.19358v3","This work identifies the Energy Loss Phenomenon in Reinforcement Learning from Human Feedback (RLHF) and its connection to reward hacking. Beyond empirical analysis, we further provide a theoretical foundation by proving that, under mild conditions, the increased energy loss reduces the upper bound of contextual relevance in LLMs, which is a critical aspect of reward hacking as the reduced contextual relevance typically indicates overfitting to reward model-favored patterns in RL. Extensive e...","arXiv","2025-01-31","2025-11-12 14:12:41","","True","","discovered","Research paper","27.0"
"Process Reward Models for LLM Agents: Practical Framework and Directions","http://arxiv.org/abs/2502.10325v1","AgentPRM follows a lightweight actor-critic paradigm, using Monte Carlo rollouts to compute reward targets and optimize policies. Beyond AgentPRM, we propose InversePRM, which learns process rewards directly from demonstrations without explicit outcome supervision. We evaluate on ALFWorld benchmark, show that small 3B models trained with AgentPRM and InversePRM outperform strong GPT-4o baselines, and analyze test-time scaling, reward hacking, and more.","arXiv","2025-02-14","2025-11-12 14:12:44","","True","","discovered","Research paper","27.0"
